user_id,churn_prob,true,risk_tier
1ed3fed4-b2ce-44d6-971a-79ebb4092e0a,0.7702569920494508,1,High
6da67f78-9881-4ac1-b97f-d436600e3dd0,0.6872858544390549,0,High
3cd8a24d-2915-486e-af3c-23e6fd6ca8a9,0.6857407496782925,0,High
5941eec7-2237-4f12-8ec1-b74a2c5d0c9b,0.6720182404065024,1,High
50af9b9a-1025-4a24-b976-96383e3b252d,0.6705375136372473,0,High
31e5d89f-862b-4b97-a875-837e2cd08145,0.6642044480621259,1,High
f3a0aeab-f14c-478d-b5ea-bcb5edf8cdfd,0.6632594426124779,0,High
255612b4-c11a-481d-885e-eef43c9096c7,0.6632510831975728,1,High
7ecddeff-3fa9-49ca-bf2e-c473e03dbb3e,0.6613891007021467,0,High
cc17a604-cac8-4e85-a704-23584cbdfd15,0.6612001986656851,1,High
399edcc6-ee21-4a94-8309-4ed300e5e329,0.6551415897274196,1,High
109b1ef9-e610-4c6b-a13d-a652153e9b9a,0.6548407238255332,0,High
acbb2f90-22bb-4acb-8c82-fcf30b894f41,0.6544052120454896,1,High
664fa4ba-cd6c-4ab9-b92d-eef5cbc688d0,0.6530220522650675,0,High
5aa37426-d4f2-4233-905d-61f62f32f22c,0.6504633409139128,0,High
f7df6246-d3a6-4d52-bcab-d2edde326d1e,0.6480210821432617,0,High
bd0098c0-dfd7-49c1-b355-d56f423cb7a8,0.6478364295683082,1,High
23c7cea0-f81b-489e-91ca-abde4994d221,0.6475557342430825,0,High
770283b3-8cdf-4eca-9315-e4036e1c3f29,0.6475396847944828,0,High
33688791-7ecc-43d3-8243-f41b90a3dbc5,0.6471254624576434,0,High
14a79918-521c-4005-b816-06f91d275f50,0.6464375167351615,0,High
3ed767d7-d628-4825-919b-da99e462bf9a,0.6460850644447043,1,High
d6b34bbb-e2ec-4bd8-9efe-bc56b97b14ea,0.644140127848489,0,High
c8afcad9-47ac-46c4-a697-b3a661087799,0.6437638879160978,1,High
fcfcd9ca-6e98-4873-9a32-98d2e2dee955,0.6429300987924587,1,High
ce4dd003-05aa-4064-adce-155c9d5110ac,0.6429069384044337,0,High
60ed5ff5-9bde-4c95-b075-4aaa2c8794f2,0.6423657757282522,1,High
9537f269-c476-472d-857a-da1f6bedd02a,0.6418055965586471,1,High
144c20a3-dea6-4a30-aa5a-7b8a023e6cf1,0.639923116886079,1,High
1365f10f-a437-44fe-8d29-a62b4d1ae16a,0.6384619808439598,1,High
